,manner_degree,title,price,like,chat,view,category,time,article,total_area_revised
3781,46.3,애플워치 SE 40mm 스페이스그레이 블랙,270000,26,7,393,디지털기기,1.0,"
애플워치 SE 40mm 스페이스그레이 (블랙 스포츠밴드)
애플워치, 충전기, 스트랩 풀박스 입니다
사용안했어요
직거래는 신용산역,효창공원역이 좋아요
중고거래 특성상 어떠한 이유로도 교환/환불 불가
",서울
3782,36.6,애플워치7 투명 풀커버케이스 41mm,5000,6,3,269,디지털기기,1.0,"
새상품입니다!
",광주
3783,37.4,애플워치 se  실버 40mm gps,230000,17,8,326,디지털기기,1.0,"
2월쯤 구매해서 사용했고 풀박스입니다
배터리 효율100프로
홈키쪽에 아주 미세하게 찍힌자국있으나 티안납니다
구매하시면 사놓았던 스트랩도 다 드릴게요:)
",경남
3784,39.4,애플워치 38mm,1000,2,1,383,디지털기기,1.0,"
개당 1천원에 판매합니다!
총 4천원이요~
",경북
3785,38.1,애플워치3 38mm 실버 풀박,120000,2,2,76,디지털기기,1.0,"
사고서 사용을 별로 하지않아 팝니다
나이키 스트랩도 5만원주고 
따로 구매했던건데 드려요
다른 스트랩도 드립니다
",대전
3786,42.0,애플워치 40mm 실리콘스트랩 2개,8000,0,1,57,디지털기기,1.0,"
사이즈오류로 미사용
블랙,화이트 두개 일괄가격입니다!
※미아역 컴포즈커피앞
(미아역신일중고버스정류장앞)
#자가용으로오실경우 서울우유미아3동고객센터앞)/장소변경불가❌
※교환 및 반품은 불가하니 양해부탁드려요
",서울
3787,44.6,애플워치2 풀박(스트랩3종포함),90000,0,0,88,디지털기기,1.0,"
애플워치 시리즈 2 팝니다
스트랩 3종 포함(사진 참조) 이고 풀박스입니다.
상태는 문제 없습니다. 생활기스 있어요
감안하시고 구매하실분 연락 주세요.
면목역 부근 직거래 원합니다.
",서울
3788,36.5,"애플워치 정품 밀레니즈 루프, 스포츠밴드40mm",50000,0,1,132,디지털기기,1.0,"
앞면 뒷면 사진입니다
어쩔 수 없이 버클부분에는 스크레치 있습니다 
그래도 깨끗한 편 이에요
정품가 
밀레니즈루프 125000
스포츠밴드 65000
두개 합해서 
50000원 입니다!
박스가 없어서
 포장해서 택배로도 보내드려요~!
",서울
3789,37.4,애플워치 나이키 스트랩 44 미개봉,26000,0,0,32,남성패션/잡화,1.0,"
팝니다! 연락 많이 주세요~!
",경기도
3790,37.3,애플워치se 44mm 미개봉 스페이스그레이 팝니다. 2개중 1개 남았습니다.,340000,11,2,293,디지털기기,1.0,"
애플워치se 44mm 스페이스그레이 입니다.
2개중 1개는 판매되고 1개 남았습니다.
미개봉이고 340000원 입니다.
두정동 현대자동차 천안북부대리점 인근에서 거래 가능하며 가까운 거리는 가져다 드릴 수 있습니다.
",충남
3791,39.5,아이폰 12pro 256 / 애플워치7 45mm 셀룰러,1450000,0,1,145,디지털기기,1.0,"
아이폰12pro 256 
케이스를  항사  착용하고  사용해서  상태  좋아요
85 생각해요
애플워치는  애캐플 24년 까지이고
케이스  착용하고 사용하여  상태 좋아요
60 생각합니다
일괄구매하시면 140에 드립니다
",충북
3792,36.7,"(미개봉 새제품)애플워치 44mm SE, GPS, 스페이스그레이",350000,7,0,93,디지털기기,1.0,"
미개봉 새제품입니다
(애플워치 44mm SE, GPS, 스페이스그레이)
빠르게 처리할려고 저렴히 올려요~
직거래 올림픽공원역,방이역, 을지로3가,종로 가능
",서울
3793,37.5,애플워치se 44mm나이키. 스그,330000,1,2,202,디지털기기,1.0,"
애플워치se 44mm나이키 스그
사용한지는 5달정도 사용했구요
평소 시계로 쓰거나 알림 받는용도로 사용해서
잔기스 있나싶어요. 케이스 까지 쓰고있어서
 풀박으로 팔고있습니다
배터리는 98퍼 남았구요
겔럭시로 바꿀려고 팔고있어요
액정 케이스도같이드려요
",대구
3794,36.5,애플워치 se 40m gps 팝니다,280000,1,0,65,남성패션/잡화,1.0,"
구매한지는 몇달정도됫구요 흠집도없고 먼지만좀잇어요 
갤럭시 z플립으로바꾸는바람에 팔려고합니다 
흠집생기는거싫어해서 자주자주바꿧구여 보호케이스 스트랩도 바꾼지얼마안된거고 상태가 a급이상입니다 충전기포함해서 팔겟습니다 .. 
교환환불안되구 에누리없어요 스트랩이랑 보호케이스도 산지얼마안되서 합산가격입니다 주말또는 평일 저녁 9시이후 연락가능해요 초기화다했습니다!
",부산
3795,37.0,애플워치 3 팝니다,150000,1,0,87,디지털기기,1.0,"
애플워치 팝니다
가격은 13만원 입니다
생활 기스 잇습니다
",경남
3796,40.0,애플워치6세대 셀룰러 40mm 에르메스,650000,3,0,467,디지털기기,1.0,"
액정 외관 모두 깨끗합니다 
구매 당시 구성 그대로 풀세트 입니다 
배터리 성능은 97% 이고 정상해지 되어 있어요
제조년월은 20년 9월 입니다 
택배 가능 하시고 직거래의 경우 
대전 은행동 국민은행앞 에서 가능 하십니다 
택배 하실경우 별도 3500원 있으세요
",대전
3797,42.5,애플워치 6 44mm  GPS apple watch,260000,1,1,167,디지털기기,1.0,"
잘 사용하고 있는 제품입니다. 
사용감, 스크래치는 조금 있습니다. 
사진에 보이는 브레이즈드 솔로루프 말고 나이키스타일 스트랩 하나 더 드립니다. 
빨간색 유니크하고 이쁩니다. 여성분들에게도 좋을듯
",서울
3798,36.9,애플워치7 나이키 45mm 미드나이트,430000,4,0,63,디지털기기,1.0,"
구매는 작년 11월쯤에 했구요 첫워치라 완전 깔끔하게 사용했습니다 필름도 부착이 된 상태라 필름 제거하시면 완전 새제품입니다 충전기도 모두 포함되어있습니다 직거래는 마산역 구래역 장기역에서 가능합니다 네고문의는 받지않겠습니다
",경기도
3799,40.2,애플워치 스트랩 40mm,10000,0,0,27,여성잡화,1.0,"
애플워치 스트랩 팔아요
각 각 10000원 입니다~
새거에요
",대구
3800,37.1,애플워치6 골드스테인리스+정품 밀레리즈,600000,2,1,665,디지털기기,1.0,"
잔기스 하나도 없고 거의 새제품입니다.
",경기도
3801,36.5,애플워치se 40mm GPS,240000,7,5,102,디지털기기,1.0,"
애플워치se 40mm GPS
산지 얼마 안 되서 기스는 거의 없습니다!
애플워치 사면서 산 밀레니즈루프 스프랩포함입니다!
가격은 240000원에 판매하는데 더 싸게 원하시면 가능해융!
택배도 가능하고 직거래도 가능해요!
택배는 2500원 추가해주시구
직거래는 까치산역 근처에서 가능합니다!
",서울
3802,52.5,애플워치 정품 44mm 스페이스 블랙 밀레니즈 루프,65000,1,2,159,남성패션/잡화,1.0,"
-21년 9월 구매
-상태 양호 정품 풀박스
-애플워치 42mm, 44mm, 45mm 호환
오창 직거래
",충북
3803,38.4,애플워치 se 44mm 미개봉상품,310000,4,2,412,디지털기기,1.0,"
미개봉 새상품입니다.
골드 색상입니다.
반값택배, 직거래 모두 가능해요
",인천
3804,41.0,애플워치 se 40mm gps 풀박스,240000,10,5,467,디지털기기,1.0,"
작년 7월구매.
풀옵션상품,스트랩,액정커버,필름 다 풀로드려요
액정스크래치 ❌️
정품스트랩은 새거
사실분만 연락주세요
",대구
3805,38.7,애플워치 브랑코 스트랩 40mm,15000,2,0,46,디지털기기,1.0,"
다른 실버스트랩과 달리 엄청 튼튼하고 견고해요.
실사용 3회 미만이라 상태 좋아요! 
시계줄을 4칸정도 빼놓은 상태입니다.
조립하는 설명서랑 모든 부품 들어있어요
쉽게 조립 가능합니다^^
",부산
3806,36.5,애플워치6 실버 40mm 셀룰러 판매해요,350000,0,0,56,생활가전,1.0,"
21년 1월 구매 하였고 풀박스 입니당 
문제없는데 이번에 z플립 구매하면서 내놓습니다 
기스는 커버를 항상 사용해서 없을 줄 알았는데 
한 포인트가 기스가 살짝 있지만 커버를 그대로 드릴거기때문에 커버를 사용하시면 티가 안납니다 
송절동 우방아이유쉘1단지로 오셔야해요~~
",충북
3807,36.5,애플워치 5 40mm gps,170000,4,0,167,디지털기기,1.0,"
애플워치 7으로 넘어가면서 판매합니다
1년 반 정도 사용했고 사용감 있으며 생활기스 있는편입니다.
박스, 충전기, 스트랩포함이며 배터이 성능은 86입니다
",서울
3808,36.5,애플워치 5 40mm gps,170000,4,0,167,디지털기기,1.0,"
애플워치 7으로 넘어가면서 판매합니다
1년 반 정도 사용했고 사용감 있으며 생활기스 있는편입니다.
박스, 충전기, 스트랩포함이며 배터이 성능은 86입니다
",서울
3809,39.2,애플워치7 스댕 교환,1111,1,1,135,디지털기기,1.0,"
애플워치7 스테인리스 45미리 그래파이트 입니다
같은모델 실버이신분 중에 교환 하실분??
",울산
3810,39.2,애플워치7 45mm 스테인리스 그래파이트,600000,5,0,450,디지털기기,1.0,"
출시당시 구입 후 깨끗하게 사용 했습니다
스테인리스 특성상 생활기스 없는건 거짓말이구요
상태는 좋습니다! 풀박스이고
정품  밀레니즈루프 추가시 66만원입니다
오셔서 직접 보시고 결정 하셔도 됩니당
직거래 위주로 하고싶어요
같은 모델 실버와도 교환 합니다
",부산
3811,42.8,애플워치7 실버 스틸 셀룰러 45mm 판매,620000,4,0,235,디지털기기,1.0,"
애플워치7 실버 스틸 셀룰러 45mm 판매합니다. 
밴드는 제가 다른게 워낙 많아서 쓰지 않았구 1년정도 사용하였구 구매당시 영수증과 케이스랑 비닐까지 고대로 있습니다. 
가장 중요한 배터리 효율 95% 입니다. 
상태 상당히 양호 하니 필요하신분 연락 주셔요.
양천구청역 근처 직거래 가능하고 서울이시면 일단 연락해서 장소 서로 정해요 ^^
",서울
3812,37.4,애플워치6 나이키에디션 40mm gps,215000,4,2,401,디지털기기,1.0,"
배터리 성능: 84%
컬러: 스페이스그레이
정품 줄 1개 있고 나이키 버전인데 나이키 줄은 없어요
필요하시면 여태 쓰던 스트랩들 다 드립니다 
깨끗하게 썼다고 생각했는데 생활 기스가 미세하게 있어서 싸게 올립니다
",경기도
3813,42.1,애플워치 프라이드 에디션(2022) 45mm 단순개봉 판매합니다.,35000,0,0,21,디지털기기,1.0,"
- 단순 개봉하고 시계에 장착도 안한 상태입니다.
- 직거래 선호하고 5호선 미사역에서 가능합니다.
- 택배 거래시 3천원 추가이고 당일 빠른 배송합니다.
",경기도
3814,36.7,애플워치 강화유리 풀커버 38mm,3000,0,0,14,기타 중고물품,1.0,"
잘못구입해서 완전새거입니다 
로렌텍 애플워치 하이브리드 pc풀커버 
강화유리 액정보호 케이스 38mm
정자역 직거래 입니다~!
",경기도
3815,35.8,애플워치 정품 스트랩,30000,1,1,61,디지털기기,1.0,"
개당 3만원 입니다.
가격제안 가능 합니다. 편하게 연락주세요
",강원도
3816,43.6,애플워치 스트랩 팝니다 41mm,10000,2,1,175,디지털기기,1.0,"
상큼하니 예뻐요
",서울
3817,70.8,애플워치5 40mm 로즈골드 와이파이 팝니다(상태최상),290000,9,0,190,디지털기기,1.0,"
구매한지 1년 좀 넘었습니다.
사이즈 40mm 색상은 로즈골드 와이파이 모델 입니다
케이스 착용하고 사용해서
기스 없습니다.
상태는 보시다시피 엄청 좋아요.
구성품은 사진처럼 풀박입니다.
상태 좋은거 저렴하게 가지고 가세요
",서울
3818,36.5,애플워치3 42mm 스페이스그레이 팝니다,119000,14,5,217,디지털기기,1.0,"
군대가게되어서 쓸일이 없을것 같아서 판매합니다
잔기스는 조금 있는편이며 찍힘은 없고 하자도 없습니다 궁금하신점 있으면 연락부탁드립니다~~
",경기도
3819,70.8,애플워치5 40mm 로즈골드 와이파이 팝니다(상태최상),290000,3,0,193,디지털기기,1.0,"
구매한지 1년 좀 넘었습니다.
사이즈 40mm 색상은 로즈골드 와이파이 모델 입니다
케이스 착용하고 사용해서
기스 없습니다.
상태는 보시다시피 엄청 좋아요.
구성품은 사진처럼 풀박입니다.
상태 좋은거 저렴하게 가지고 가세요
",경기도
3820,42.1,"벨킨 3in1 맥세이프 15W 무선충전기 스탠드(아이폰, 에어팟, 애플워치용)",130000,3,1,78,디지털기기,1.0,"
아들 아이폰13 사주면서 함께 사줬는데 몇 번 쓰더니 그냥 방치중이라 판매합니다. 쿠팡에서 할인 전혀 없이 17만9천원 정가에 샀고 사진 보시듯 벨킨 정품이며 구입 시 그대로 박스풀셋 싱태입니다. 배터리가 있는 제품이 아니라 굳이 새제품 더 비싸게 사실필요 없을듯합니다. 쿨거래 우선적으로 거래하겠으며 장소는 동탄역시범리슈빌 정문 입니다.
",경기도
3821,36.5,애플워치 스포츠 스트랩 40mm 블랙 팝니다 (워치x),15000,2,0,26,스포츠/레저,1.0,"
애플워치 se구매할때 받은 스트랩 팝니다 
1회 사용후 케이스에 넣어 보관만 했습니다
비산1동 비산2동 범계역 근방 직거래만 합니다
",경기도
3822,40.2,아이폰 12 루이 케이스/ 애플워치 구ㅉ 스트랩40mm,13000,0,0,62,디지털기기,1.0,"
아이폰 케이스 세번정도 낌
상태 완전 좋아요 ~ 
애플워치 스트랩도 두번정도 착장하고 바꿨습니다
38/40mm 가능이유
",대구
3823,40.1,애플워치 나비 메탈스트랩(38/40/41mm)+애플워치 싱글 큐빅 베젤링 실버 (41mm 애플워치7),5000,0,0,52,디지털기기,5.0,"
원가 17900+6690=24590
스트랩은 사용 1도안하고 포장도안깠어요
베젤링은 포장깠는데 사용안해서 팝니다
생각보다 제취향이아니라 판매합니다
거래는 전북대근처/ 중고거래특성상 반품x 크기잘확잉하고 구매하세요
",전북
3824,42.3,애플워치SE 나이키 40mm 실버 GPS (+ 애케플 약1년),230000,20,2,476,디지털기기,1.0,"
애플워치SE 나이키 에디션 40mm 실버 GPS 팔아요
흡집 없음
풀박스 있음
배터리 성능 88퍼
애플케어 플러스 23년 7월까지 남음
리퍼 받은적 없음
나이키 스트랩 미개봉 상태.
수지구청역에서 거래 가능합니다.
",경기도
3825,37.3,애플워치 se 44mm gps 풀박,270000,2,1,196,디지털기기,1.0,"
사용4개월 정도 되었고 풀박이며 기스 한개도 없이 케이스 끼워사용 했습니다
메탈시계줄 필요하시면 드려요 
충전기 몸통 인터넷에 20000원짜리 15000원에 드려요. 
 택배가능 직거래 가능합니다
",경남
3826,37.7,애플워치 se (GPS) 나이키 실버 40mm,240000,7,2,121,디지털기기,1.0,"
2021년 5월 경 구매했습니다.
사두고 거의 사용하지 않아서 거의 새상품이나 마찬가지입니다.
배터리 효율 100%이고요, 사용감이나 기스 거의 없습니다.
정말 꼼꼼히 봤을 때 분홍색으로 동그라미 친 부분이 끝입니다. 실제로 보면 티도 안 납니다.
충전기랑 박스 채로 다 챙겨드리고요 대신 나이키 기본으로 주는 루프는 잃어버려서 없습니다. 줄 없이 워치만 있어요. 이 점 감안해서 저렴하게 내놓습니다.
가격
- 워치 240,000원
- 정품 밀레니즈 루프 60,000원 (원가 125,000원)
- 쿨거 시 워치+정품 밀레니즈 루프 = 290,000원에 드릴게요
워치만 구매하셔도 됩니다!!
정품 밀레니즈 루프는 사용감과 잔기스 있는 편이고요 구매 인증샷이랑 사용감 요청하시면 사진 보내드리겠습니다!! :)
",부산
3827,47.5,애플워치 44mm 45mm 메탈 스트랩 골든컨셉 스타일,90000,12,0,499,남성패션/잡화,1.0,"
골든 컨셉 스타일의 메탈 케이스 스트랩입니다.
44mm, 45mm 애플워치에 딱 맞는 제품으로 조정 도구 포함한 새제품입니다.
마감이 상당히 좋아 부드러우면서도 메탈 특유의 묵직한 착용감을 선사합니다.
일반적인 애플워치 스트랩에 질리셨다면 꼭 한 번 경험해 보시길 강력추천합니다.
",경기도
3828,36.5,Apple 애플워치 SE 40mm GPS 실버 + 스트랩다드려요,280000,5,1,125,디지털기기,1.0,"
판매합니다 기스는 없어요 깨끗하게 사용했습니다
충전기 케이블 다 있고 흰색 스트랩만 때탐 있습니다
스트랩 에어팟 스팸케이스 까지 다 가져가세요~!!
",세종시
3829,41.9,애플워치 3 41mm gps(기스 없음),135000,4,0,76,디지털기기,1.0,"
애플워치3 42 gps 버전입니다.  마스크 잠금해제 기능때문에 샀는데. 13으로 바꿔서 잘 안 쓰게 되네요. 사진 보시면 아시겠지만 배터리 효율 97퍼에 액정이나 모서리 무흠집입니다. 계속 케이스를 사용해서 엄청 깨끗해요. 박스는 버렸고 보이는 정품 블랙밴드랑 케이스 2개 은색 호환밴드 드립니다. 지금 장착되어 있는 밴드만 불포함입니다. 
밴드들도 새거라고 보시면 됩니다. 사자마자 지금 밴드만 사용해서요. 
물론 정품 충전기도 드려요. 충전기 값도 만만치 않아서
택배비 부담하시면 택배거래도 가능해요
",대구
3830,40.0,애플워치 스트랩,5000,4,0,331,디지털기기,1.0,"
애플워치 스트랩입니다
제 손목에 너무 커서 판매해요ㅜㅜ 새상품입니다
각 5,000원이구 색상은 왼쪽부터 검정, 네이비, 흰색, 회베이지(?)입니다
",광주
3831,36.7,애플워치 se 40mm 셀룰러 모델 스페이스 그레이 팝니다.,250000,1,0,75,디지털기기,1.0,"
2021 10월달에 구매한 제품입니다. 약간의 사용감 존재하며 개통하여 사용가능한 모델입니다. 추가 스트랩은 필요하시면 같이 제공해 드립니다.
",광주
3832,46.8,애플워치 스트랩 38-40mm,8000,4,0,233,디지털기기,1.0,"
비쉐르 애플워치 3/4/5 샤체인 메탈 밴드 (38/40mm 호환 가능)
- 로즈골드
상태 최상입니다.
중고 특성상 교환반품환불 불가입니다.
택배, 반택 가능. (+택비) 
직거래- 신정1동 주민센터
",서울
3833,57.5,[미개봉] 애플워치 SE 알루미늄케이스 블루투스 새제품 판매합니다.,300000,3,0,117,디지털기기,1.0,"
제품명 : 애플워치SE 40mm 알루미늄 케이스 블루투스
색상 : 미드나이트 스포츠밴드 
연락주세요.
",경기도
3834,44.3,애플워치 se 스그 44mm–> 실버/스그 40mm 교환하실 분!,1,1,0,32,디지털기기,1.0,"
제 손에는 좀 커서 작은 걸로 바꾸고 싶습니다!!
스트랩도 다 드릴게요! 팔 생각으로 산 건 아니여서 기스 관리를 특별히 하지 않았습니다. 잔기스가 많습니다만 눈에 거슬리거나 불편한 점은 없습니다.
저도 예민한 편은 아니라서 교환하실 워치가 기스가 어느 정도 있어도 딱히 상관없습니다.
중앙대나 상도역/흑석역 직거래에서 합니다.
",서울
3835,52.7,애플워치 se 44mm GPS 실버 팝니다,250000,2,1,164,디지털기기,1.0,"
2월23일 구매했고 베터리87%입니다.
중고라 사용감이 있긴한데 깨끗한편입니다.
스트랩은 화이트고 내고문의는 안해주시면 감사하겠습니다.
액정필름 충전줄 같이드립니다
",경북
3836,57.5,[미개봉] 애플워치7 미드나이트 41mm GPS 새제품 판매합니다.,400000,0,2,52,디지털기기,1.0,"
애플워치7 알루미늄 케이스
미드나이트 41mm GPS (셀룰러 x)
새제품 판매합니다.
제조년월 : 22년 5월
연락주세요.
",경기도
3837,41.2,애플워치6 44mm 골드 스테인리스 스틸 (셀룰러+GPS),380000,11,4,373,디지털기기,1.0,"
구매해놓고 사용을 안해서 배터리 성능상태 100%이고 기스하나 없는 S급 제품입니다 박스는 버려서 없어요ㅠ직거래 원합니다
",부산
3838,37.9,애플워치7 41m 미드나이트 풀박스 팝니다,380000,3,1,128,디지털기기,1.0,"
기스나 하자 없구요
애플워치 구매시 줬던 스트랩은 한번도 착용 안했습니다~
택배로도 거래가능하고 택배비는 제가 부담해드려요
",경기도
3839,37.3,애플워치6 44mm 스페이스그레이 GPS 팝니다,230000,2,2,152,디지털기기,1.0,"
애플플워치6 44mm 스페이스그레이 GPS 팝니다
구매시기는 20년 11월
풀박스이며 구성품 모두 가지고 있습니다.
배터리 성능 효율은 85%입니다.
",경기도
3840,58.3,애플워치 SE 44mm 스페이스그레이 미개봉 삽니다,290000,1,0,107,디지털기기,1.0,"
쿨거래 희망해요 연락주세요
직거래만 할게용
",경북
3841,43.1,애플워치 밴드,15000,0,1,360,디지털기기,1.0,"
사이즈미스로 판매합니다~~시착만 해본 새상품입니다~
",광주
3842,45.1,애플워치 밀레니즈루프 스트랩,6000,1,1,95,디지털기기,1.0,"
정품은 아니지만 자력도 강합니다~~
38/40/41mm
",인천
3843,37.9,애플워치SE (Apple watch SE  GPS)   로즈골드 핑크 알루미늄 케이스 40mm,240000,2,2,113,디지털기기,1.0,"
📌직거래, 고강본주민센터  앞에서 가능합니다.
운동겸 공부하면서 유용하게 사용하려고 샀는데 , 갑자기 급전이필요한 상황이생겨 이렇게 판매 상품으로 올리게 되었습니다. 세  번 미만으로 착용했지만  착용감이나,스크래치,이상, 성능저하 등 전혀 없습니다. (육안상이나 성능상태)
• 배터리 성능상태 : 99%
• 케이스 : 로즈골드 알루미늄
• 스트랩 : 핑크 +화이트 (사진상에 없지만,박스안에 동봉)
• GPS,심박수,수면 측정 기능 : 있음
• 충전기 : 있음
• 박스 : 있음
• 액정보호 필름 : 부착되어 있음
구매 문의 시 채팅 주세요 🔖(빠른답변드리겠습니다)
",경기도
3844,59.1,애플워치 에르메스6블랙 44스트랩,250000,2,2,487,디지털기기,1.0,"
블랙디버클 구매후 2번착용상태이구요
핀버클은 보관중입니다
알리나일론 스트랩이랑
가죽스트랩 사용감있지만 필요하심 같이 드릴게요
",부산
3845,45.1,애플워치 밀레니즈루프 스트랩,6000,1,1,95,디지털기기,1.0,"
정품은 아니지만 자력도 강합니다~~
38/40/41mm
",인천
3846,40.6,애플워치 40mm 정품 스트랩,40000,1,0,117,디지털기기,1.0,"
색상: 어비스 블루
상자 뜯어서 색상만 확인했는데 안쓰게 되어서 판매해요. 
쇠 부분에 필름 붙어져 있는것만 봐도 아시겠지만 정말 “상자만” 뜯었고 한번도 착용한적 없어요. 
쿨거시 네고 해드려요!!
교환도 가능합니다!!
편하게 문의주세요~
❗️내덕동 자연시장 쪽으로 가지러 와주세요❗️
❗️중고거래 특성상 교환/환불은 어려워요❗️
",충북
3847,38.9,애플워치 4이상 삽니다,180000,0,1,20,디지털기기,1.0,"
연락 많이 주세요 !
",충남
3848,39.0,애플워치 스트랩 (38/40/41 mm) 미개봉,4000,2,0,191,디지털기기,1.0,"
애플워치 스트랩 (38/40/41 mm) 미개봉 새상품
길이가 짧은편이니 길이정보 확인 꼭 하세요
색상 : 민트
",인천
3849,37.0,애플워치7 미드나이트 45mm gps판매합니다,330000,2,5,140,디지털기기,1.0,"
작년 11월에 구입한 애플워치 판매합니다
생활기스 존재하며 일주일에  두번정도 착용하였습니다
배터리성능 97프로입니다
풀박이고 수색동 dmc 롯데캐슬에서 직거래 원합니다
빠른거래위해 가격낮추어요
",서울
3850,43.4,"(미개봉 새상품)정품 애플워치 38,40,41mm 나이키 스포츠 밴드",40000,2,0,57,디지털기기,1.0,"
정품 애플워치 38,40,41mm 스포츠 밴드(나이키) 
미개봉 새상품입니다
",서울
3851,37.1,애플워치3 38mm 실버 (A급),170000,2,0,54,디지털기기,1.0,"
애플워치를 잘 착용하지 않아 판매합니다.
상태는 사진과 같이 좋으며 배터리 성능은 95%입니다. 구매시 풀박+충전기+스트랩 모두 드립니다.
입문하시는 분 좋은 주인 만났으면 합니다^^
편하게 문의 주세요.
",서울
3852,38.1,"미개봉) 애플워치7 41mm GPS 미드나이트 팝니다.
제조년월 22.08 입니다.",420000,3,2,54,디지털기기,1.0,"
미개봉) 애플워치7 41mm GPS 미드나이트 팝니다.
제조년월 22.08 입니다.
여자친구랑 같이 커플로 하려고 하다가, 필요없어지게되면서 판매합니다.
42만원 생각하고있습니다. 
*에눌은 가능하나 터무니 없는 에눌은 답장하지 않겠습니다.
직거래 희망하며, 마두역이나 정발산역 직거래 희망합니다.
채팅 많이 주세요.
",경기도
3853,39.3,애플워치 스트랩 38/40/41 mm,7000,4,0,265,디지털기기,1.0,"
네이비 색이고 새 제품이에요!
",서울
3854,40.3,애플워치 44mm 기본 스트랩 판매합니다.,20000,1,1,47,디지털기기,1.0,"
애플워치 44mm 기본 스트랩 판매합니다.
5,6 번째 사진과 같이 안지워지는 자국이 있습니다.
참고 하시고 구매 부탁드려요
구매 후 환불은 죄송합니다.
",경기도
3855,43.5,새상품 갤럭시 애플워치4(40mm),200000,3,1,139,디지털기기,1.0,"
구매 후 사용하지 않은 새상품입니다.
아버지가 갤럭시 휴대폰 구매할 때 같이 구매하신건데 안쓰신다고 하시네요.
",충북
3856,50.2,미개봉 애플워치 se 40mm gps 스카라이트 새제품 팝니다,310000,2,0,64,디지털기기,1.0,"
미개봉 애플워치 se 40mm gps 스카라이트 새제품 팝니다
",경기도
3857,37.1,애플워치se 40mm 셀룰러 나이키에디션 스그,200000,11,1,384,디지털기기,1.0,"
작년 여름 구매하여 3달정도 열심히 쓰다가 안 쓰게되어 판매합니다.
사용 첫날 액정에 사진처럼 얕은 스크래치가 생겨서 사용하는 동안은 보호필름 부착 후 사용하였고 사진 찍기 위해 필름떼어내서 다른 곳은 스크래치 전혀 없습니다.
풀박스이고 사용하던 스트랩 2개 드립니다.
",대전
3858,50.2,미개봉 새제품 애플워치 se 44mm 미드나이트 gps 팝니다,340000,0,0,44,디지털기기,1.0,"
미개봉 새제품 애플워치 se 44mm 미드나이트 gps 팝니다
",경기도
3859,41.7,"애플워치 악어가죽 스트랩 38,40mm",10000,4,2,257,디지털기기,1.0,"
구매해놓고 착용을 하지 않아 판매해요
딱 1회만 실착해서 받아보시면 새상품처럼
느끼실 정도입니다
분리형 버클스트랩이 아닌
원버클(버터플라이)형 악어 패턴 가죽스트랩입니다
전기종 38,40mm 호환 가능합니다
",인천
3860,40.7,애플워치 스트랩 새제품 팝ㄴ다,30000,0,0,39,디지털기기,1.0,"
미개봉 새제품
",부산
3861,40.2,애플워치se 40mm 팝니다 gps,250000,8,0,319,디지털기기,1.0,"
애플워치se 40mm gps 팝니다
페어링해제 다했고, 기능다 잘작동됩니다
액정 생활기스정도 약하게 있고
케이스랑 충전선도 같이 있어요
",경기도
3862,42.1,애플워치 프라이드 에디션(2022) 45mm 단순개봉 판매합니다.,35000,0,0,16,디지털기기,1.0,"
- 단순 개봉하고 시계에 장착도 안한 상태입니다.
- 직거래 선호하고 3호선 금호역에서 가능합니다.
- 택배 거래시 3천원 추가이고 당일 빠른 배송합니다.
",서울
3863,46.0,애플워치 투명 스트랩(40MM),5000,5,0,147,디지털기기,1.0,"
애플워치 투명 스트랩이며 사용하려고 구매했지만 구매하고서는 실사용 하지 않고 가지고만 있어 판매합니다. (40MM)
",인천
3864,46.5,애플워치 4 스그 44mm gps,269000,0,0,87,디지털기기,1.0,"
상태 양호
쿨거래시 밴드 추가 증정
",경기도
3865,41.7,(미개봉) 애플워치 나이키 정품 스트랩 41mm,50000,3,0,377,디지털기기,1.0,"
미개봉 제품입니다
정가 : 65,000
",인천
3866,36.6,애플워치 se 40mm,200000,4,0,79,디지털기기,1.0,"
배터리 효율 100% 
보증기한  ***-****-**** 상자 없어요!
상단에 기스존재! 
싸게 가져가세요
",인천
3867,43.8,애플워치7 45mm 미드나이트 gps,340000,3,4,152,디지털기기,1.0,"
2022년 5월 제조품이구요
풀박스 +밀레니얼 루프+ 케이스 입니다
액정에 생활기스 좀 있어서 싸게 팝니다
배터리 성능상태 100프로입니다
그 외 궁금하신것 톡주세요!
",대전
3868,36.7,애플워치 se 44mm + 스트랩,230000,1,1,97,디지털기기,1.0,"
색상 - 스페이스 그레이
스트랩, 정품 아닌 충전 케이블 같이 드립니다
아이폰 12 프로도 판매중인데 워치와 같이 구매하시면 조금 더 저렴하게 드리겠습니다.
",경기도
3869,36.5,애플워치 se 판매합니다.,280000,12,1,300,디지털기기,1.0,"
- 애플워치 se 40mm gps
- 실버색상
- 생활기스 없음(현재 스코코 필름 부착돼있음)
- 배터리효율 100퍼센트
- 구성품: 박스, 충전케이블, 정품 어비스블루 
   스트랩, 투명케이스 
- 원가: 359,000원 / 판매가: 280,000원
- 아이폰 기본카메라로 촬영함
- 정보 모두 기입하였으니 게시글 충분히 확인하시고        
   쿨거 하실 분은 만원 네고 해드릴게요
",전남
