,manner_degree,title,price,like,chat,view,category,time,article,total_area_revised
2370,37.1,애플워치 7 45m 스테인리스 팝니다.,700000,2,0,108,디지털기기,0.9583333333333334,"
사자마자 케이스껴서 기스는없구 생활기스정도? 있습니다. 궁금한거잇으시면 채팅주세요
",충남
2371,38.8,애플워치4 40 나이키 GPS,90000,3,2,68,디지털기기,0.9583333333333334,"
애플워치4 40 나이키 GPS 판매합니다
본체+충전케이블+나이키스트랩+일반미드나잇스트랩
배터리효율 79%로 리퍼 가능 수치입니다. 
금호역 1번출구 직거래
",서울
2372,39.5,애플워치se 40mm 스페이스그레이,200000,20,3,362,디지털기기,0.9583333333333334,"
2021년 중후반쯤에 구매한후에
실사용은 한달도 안하고 그후에 방치해놔서 팔아요..
배터리 성능 100이고
두번째사진에 액정 스크래치 확인해주세요
그외에 액정에 생활기스 약간 있습니다
충전기 스트랩 포함입니다
네고문의x
직거래 수암동 우체국
편택 +3500
",경기도
2373,37.3,미개봉 애플워치4 팝니다,170000,4,0,189,디지털기기,1.0,"
미개봉입니다
",서울
2374,38.6,애플워치6 스페이스그레이 40mm,300000,2,0,115,디지털기기,0.9583333333333334,"
작년 9월에 구매했고
1년 안썼어요.
케이스껴놓고 사용해서 기스없어요.
사진도 케이스껴있는 상태입니다.
스트랩도 다 같이드릴게요.
가죽위주로 사용해서 가죽은 사용감많아요.
밀레니즈루프는 정품이예요.
",경기도
2375,38.0,애플워치7  45mm 미드나이트 판매합니다,470000,2,0,98,디지털기기,1.0,"
3월중순쯤 구매후 주말용으로 사용했습니다.
구성그대로 보유중이며 기본 스트랩은 미사용입니다. 
액정 생활기스는 감안하시고 구매하시면될거같아요 뒷판은 보호필름 붙히고 사용했습니다.
송탄터미널 근처 거래가능합니다.
",경기도
2376,37.1,애플워치 7 스테인리스 스틸 41mm,700000,2,0,123,디지털기기,1.0,"
애플워치 7 스테인리스 스틸 41mm gps+셀룰러 모델이고, 그래파이트 색상입니다. 구성품은 샀을때 그대로입니다. *(밀레니즈 루프도 포함입니다)
배터리 100% / 22.05월에 구매했고 1년 보증은 남아있습니다.
산지 4개월정도 됐기 때문에 애플케어는 가입이 어렵습니다.
착용은 주말에 나갈 일 있으면 착용했고, 실착용 횟수는 많지 않습니다.
사진 더 원하시면 연락 주셔서 여쭤봐 주세요.
적당한 네고는 가능하고 천안, 아산 지역입니다.
",충남
2377,36.5,애플워치 스포츠 밴드 (정품),40000,0,1,58,디지털기기,1.0,"
애플워치 SE 40mm
8월 16일에 구매 했습니다
이거랑 같은 제품이 집에 있어서 똑같은건가 하고
정말 뜯어 보기만 하고 건들지도 빼지도 않았습니다.
",충남
2378,36.9,애플워치7 미드나잇트 풀박스  41mm,370000,1,1,253,디지털기기,0.9583333333333334,"
오른쪽 상단에 작은 생활 기스 있어요 편하게 연락주세요
",부산
2379,36.5,"아이폰 13mini 레드 256G, 애플워치7  41mm(핑크골드)",1100000,5,4,150,디지털기기,0.9583333333333334,"
상태완전 s급이며 실사용 3개월 
그것도 케이스 한번 벗긴적없이 사용했습니다
자급재폰아님
풀박스 
배터리 100%
75만원
애플워치7
40mm
배터리 100% 
gps
핑크골드 
35만원
일괄구매시 100만원
",충북
2380,41.1,애플워치7 45mm 미드나이트 셀룰러,475000,6,0,266,디지털기기,0.9583333333333334,"
올해 2월초에 구입을 하고 실사용시간 한달정도사용하고 창고에 넣어두기만 했습니다. 
전신보호필름하고 액정보호필름이 부착되어 있어서 외관상태는 기스찍힘없는 최상입니다.
기존 실리콘 스트랩은 더러워져서 구성품에 포함 안시켰고 그대신 나이키정품 스트랩으로 드리겠습니다.
구성품는 본체 충전기 박스 스트랩입니다.
",전남
2381,41.2,애플워치 스트랩 골드체인큐빅 금장,1000,4,1,90,디지털기기,0.9583333333333334,"
실물이 더이뻐요 사진에선 어둡게 나왔음
싸구려 금장색 아님
",서울
2382,36.6,애플워치 44mm 풀커버 스트랩,50000,8,6,383,디지털기기,0.9583333333333334,"
▶️애플워치 스트랩 판매 합니다 ◀️
실착 2번✅
무계감 어느정도 있으며 안에 구성품 드라이버랑 여분 시계줄까지 드리며 구매 박스까지 포함하여 드리겠습니다 :)
애플워치는 미포함 입니다!!
",경기도
2383,37.2,애플워치se 44mm 스그 애플케어,280000,4,0,85,디지털기기,0.9583333333333334,"
애플케어 가입 23.10.28까지
깨끗하게 사용했습니다 
기본 스트랩 없어요 네고x
",인천
2384,36.5,정품 애플워치❤️스트랩  (44),30000,3,0,151,디지털기기,1.0,"
-실착 1번  로즈골드 랑 안어울려서 ㅠㅠㅠ 놓고 있다가 이사 덕분에 팔아용 
-직거래 원해요 
- 자세한건 챗 /그냥 찔러보기 사절 
연락은 편하게 주세요
",충남
2385,42.3,애플워치 SE 40mm 팝니다~,200000,7,4,148,디지털기기,0.9583333333333334,"
이번에 갤럭시로 폰을 바꾸면서 판매해요~
1년정도 착용하였는데 케이스 끼우고 필름도 씌우면서 깨끗하게 사용하였습니다!!! 
구성품 다 있습니다~
편하게 연락주세욥🧡❤️🧡❤️
",경기도
2386,45.7,판저글래스 애플워치 풀커버 케이스 블랙,25000,0,0,135,디지털기기,1.0,"
판저글래스 애플워치 풀커버 케이스 블랙  미개봉 새상품 - 41mm
",전남
2387,36.6,애플워치se 40mm 정품 스트랩,30000,0,1,39,디지털기기,1.0,"
어비스블루 정품스트랩입니다 
애플워치 왔을 때 같이 있던 제품입니다
",경북
2388,36.6,애플워치6 44MM GPS 스페이스 그레이 판매합니다.,320000,2,1,91,디지털기기,1.0,"
안녕하세요 애플워치6 배터리잔량 91% 팝니다
사용은 일년정도 했습니다
기스없구요 깨끗하게 잘사용한 제품입니다
구성품은 충전기, 가죽끈, 케이스 및 기본 스트랩
필름한장있구요 그외 스트랩 3개도 같이 드려요
많은 문의 부탁드려요^^
",세종시
2389,47.8,애플워치4 44mm 셀룰러 알루미늄,160000,8,0,127,디지털기기,0.9583333333333334,"
사용감 있고 베젤링과 액정필름 붙어있습니다.
직거래 정왕역 근처입니다.
",경기도
2390,36.8,애플워치se 44mm 나이키 gps 스페이스그레이 애플케어,250000,2,2,93,디지털기기,0.9583333333333334,"
상태좋은 애플워치 판매합니다.
갤럭시써서 판매해요 
얼마 사용도 안했고 보호필름케이스 사진찍어야해서 
구매하고 처음 땠습니다.
",경기도
2391,40.0,애플워치 스트랩(줄)팔아요,4000,1,0,483,디지털기기,1.0,"
세제품입니다 
애플워치 스트랩
색상이 원치 않아 다시판매합니다
",대구
2392,37.1,애플워치 se 40mm 실버 판매합니다,280000,15,3,348,디지털기기,1.0,"
배터리 성능 96% 입니다.
하자는 없고 액정에 생활기스가 약간 있습니다.
스트랩과 함께 판매하고 매탈같은 경우 길이조절 여분 있으니 함께 보내드립니다.
제조년도는 2021년 입니다.
검정색 애플워치 충전기 거치대도 같이 보내드립니다.
",인천
2393,37.1,애플워치 se 40mm 실버 판매합니다,280000,15,3,348,디지털기기,1.0,"
배터리 성능 96% 입니다.
하자는 없고 액정에 생활기스가 약간 있습니다.
스트랩과 함께 판매하고 매탈같은 경우 길이조절 여분 있으니 함께 보내드립니다.
제조년도는 2021년 입니다.
검정색 애플워치 충전기 거치대도 같이 보내드립니다.
",인천
2394,36.5,애플워치 se gps+셀룰러 스그/미드나이트 밴드 판매,400000,1,0,61,디지털기기,1.0,"
9/1 구매 
미개봉 사진 보이는대로 드려요 
직거래 서원역
",서울
2395,38.0,애플워치 se 40mm 스페이스그레이,240000,7,4,156,디지털기기,1.0,"
배터리 효율 100% 
스트랩 2개 있습니다 
기스 하나도 없다 
풀 박스 입니다
연락 주세요
",전북
2396,36.6,애플워치 se실버 40mm gps,240000,6,5,293,디지털기기,0.9583333333333334,"
완전 상태 좋아여 작년 8월에 구매했고 학교다니면서 못가져다니길래 팔아요! 기스 하나도 없고요 사진 도용으로 인해 구매원하시는분께 사진 보내드려여 야당역 직거래이구, 화면 기스 하나도 없어욥 배터리는 90이에여 구매 챗 주시면 그때 사진 찍어서 다 보내드릴게요 충전기두 포함! 스트랩 스포츠루프 2개 시계체인, 밀레니즈?루프 에이블리에서 산거 다 포함에 하시면 25에 드릴께여 쿨거하면 24.5!
환불놉
",경기도
2397,36.8,애플워치6 40mm 셀룰러+gps 스그 (생활기스❌ 풀박),380000,4,3,106,디지털기기,0.9583333333333334,"
사용감 전혀 없고 케이스랑 필름 꼭꼭 붙혀서 사용해왔어서 찍힘이나 눌림, 생활기스 1도 없습니당
직접 확인 하셔도 돼요
사진에 미세하게 보이는건 먼지에요 떼도 떼도 달라붙음ㅜ
충전 케이블은 사용감 약간 있지만 필름을 안떼고 사용했어서 필름 떼면 새것 같을거에요
케이스랑 줄 그냥 드릴게용 케이스 터치잘됨 !
가격 제안 받아요❤️
직거래 희망지역은 망우 상봉 신내 에용
",서울
2398,36.5,애플워치 3 정품38mm  +상자(비닐도 안뜯어짐)+정품스트랩+충전거치대,160000,7,0,89,디지털기기,0.9583333333333334,"
기스도 아주 조금의 잔기스밖에 없고요 
상자 비닐도 잘 보존되어있습니다.
운동할때 유용한 선스트랩도 덤으로 드립니다
",전남
2399,41.2,애플워치4 에르메스 에디션 44mm M,700000,0,0,113,디지털기기,1.0,"
군대갔다온다고 사용거의 못했고 생활기스정도고 깔끔해요 가격제안받을게요
",대구
2400,41.4,로즈골드 애플워치 se 40mm,160000,13,4,264,디지털기기,0.9583333333333334,"
생활기스 있는편이라 저렴하게 올려용
실리콘밴드 핑크색이랑 충전기 같이드릴께요
직거래 : 까치산역 3번출구
",서울
2401,36.8,애플워치 7 41mm,350000,7,4,212,디지털기기,0.9583333333333334,"
구입한지 한달 반 되었습니다
예뻐서 구매했는데 착용을 그냥 안하는 수준으로 사용을 안해서 판매합니다ㅠ
처음 구매부터 케이스 끼우고 사용했으며 사용도 그냥 안한 수준이라 기스 없고 새상품 같습니다
원하시면 상자도 다 드리겠습니다
",서울
2402,37.2,애플워치SE GPS 40MM 나이키,220000,0,1,90,디지털기기,0.9583333333333334,"
1년정도 사용했습니다
필름부착해서 사용해서 기스는 없습니다 후면에도 필름 붙어있습니다 깨끗해욤~
스트랩 S/M사이즈는 사용했었어요 큰사이즈는 새거입니다
직접 가지러오셔야합니다
",경북
2403,43.5,애플워치 스포츠 스트랩 새상품(44mm),40000,0,0,27,디지털기기,1.0,"
✅애플워치 스트랩 새상품 판매 합니다(44mm)
",강원도
2404,51.1,애플워치3 (38 셀룰러 / 성능100 / 기스극소),190000,7,3,211,디지털기기,1.0,"
-구매 초반 3-4개월만 사용 후 잘 보관 중
-원가 47만
-옆/뒷면 기스 없음 
-화면 기스 찾으려 노력하면 조금 보임
 (최대한 잘 보이게 사진 보정)
-사진 속 모든 부속품 제공
-택배비 포함 가격
원하시면 사진 더 자세히 보여드릴게요!
",서울
2405,37.2,애플워치SE GPS 40MM 나이키,220000,0,1,90,디지털기기,0.9583333333333334,"
1년정도 사용했습니다
필름부착해서 사용해서 기스는 없습니다 후면에도 필름 붙어있습니다 깨끗해욤~
스트랩 S/M사이즈는 사용했었어요 큰사이즈는 새거입니다
직접 가지러오셔야합니다
",경북
2406,46.7,애플워치se 44mm 셀룰러 풀박 s급,355000,1,0,76,디지털기기,1.0,"
22.01구매
1주일 내외 사용
",충남
2407,36.9,애플워치 투명 케이스 44mm,1500,0,0,27,생활가전,1.0,"
(새거) 애플워치 투명케이스 44mm
사이즈 잘못사서 판매해요~
",서울
2408,36.9,애플워치 3 38mm 스페이그레이 풀박 팔아요 !,190000,2,0,78,디지털기기,0.9583333333333334,"
기스약간 있습니다 . 사진 참고해주세요 ! 
충전기 포함 풀박스 구성이구요.
사진에 있는 스트랩까지 드릴게요 ~ 
다른 버전 선물 받게되어 판매할려고 오늘 업데이트 다 완료 해놨습니다 !
참고로 메탈 스트랩은 하자가 있으나 착용하는데는 
지장 없습니다 !
",경북
2409,38.8,애플워치se 40mm gps,250000,3,6,369,디지털기기,0.9583333333333334,"
박스,스트랩 있고 하자 좀 있습니다(3번째 참고)
자세한 상태는 따로 영상보내드립니다!
에눌⭕️⭕️  완전가능
급처여서 싸게 판매합니다
",서울
2410,39.7,애플워치 se 44mm gps,180000,5,1,241,디지털기기,0.9583333333333334,"
1년정도 사용했습니다. 풀박이구요
기스도 꾀 있고 어느정도 사용감 있습니다.
케이스끼고 사용하시면 티안나게 사용가능합니다
배터리성능은 93퍼 입니다.
",인천
2411,40.2,애플워치 나이키에디션se 40mm실버,300000,11,2,252,디지털기기,1.0,"
상자도 전부 다있습니다
기스하나없습니다.
거의사용하지않았습니다
배터리 성능 100%, 풀박스
제조일은 작년8월이고 구매날짜는 작년 12월경입니다
",경남
2412,37.0,애플워치se 44m 와이파이,250000,12,3,184,디지털기기,1.0,"
작년에 구매하여 몇번쓰지도 않았습니다 
수리 이력 없구 충전기와 스트랩 같이 드립니다 
박스도 있어요 !
네고 가능하니 문의 해주세요!
",경기도
2413,39.6,애플워치 메탈 스트랩 미개봉,5000,1,1,40,디지털기기,1.0,"
저한테 무거워서 팔아요
스트랩에 붙여진 비닐스티커도 안 뜯었어요
시계 크기는 38/40mm 입니다
",서울
2414,51.1,애플워치3 (38 셀룰러 / 성능 100 / 기스극소),190000,11,0,209,디지털기기,1.0,"
-구매 초반 3-4개월만 사용 후 잘 보관 중
-원가 47만 
-화면 기스 찾으려 노력하면 조금 보임
 (최대한 잘 보이게 사진 보정)
-사진 속 모든 부속품 제공
-택배비 포함 가격
원하시면 사진 더 자세히 보여드릴게요!
",경기도
2415,52.6,애플워치6 40mm 네이비,240000,0,1,19,디지털기기,1.0,"
글라스 기스 살짝 있습니다
올초에 구매
배터리성능 98퍼센트
풀박스
",전북
2416,37.6,애플워치7 45mm 그라바이트 판매,850000,1,1,298,디지털기기,0.9583333333333334,"
애플워치7 45mm 그라바이트 판매
gps/셀룰러/스테인리스
1개월 사용 기스 하나도없고 S급입니다
애플 정품스트랩 링크브레이슬릿 42/44/45 사용가능
풀박스 셋트로 급처합니다
",서울
2417,48.9,애플워치 스포츠밴드 스트랩 미개봉 새상품,30000,3,0,59,디지털기기,0.9583333333333334,"
9/4일 제품구입
미개봉 정품 새상품입니다
애플워치 어비스블루 40mm
저렴허게 가져가세요^^
",경기도
2418,39.8,애플워치 스트랩 메탈 40mm,6000,2,0,100,디지털기기,0.9583333333333334,"
미사용 개봉 제품입니다
",경기도
2419,36.5,애플워치 스트랩  42 44 45 mm,4000,4,2,277,디지털기기,1.0,"
상태좋아요 
앤틱화이트 색상입니다
알루미늄 실버에 끼면 이뻐요
제껀 스테인리스라 별로네요
",인천
2420,41.2,애플워치4 에르메스 에디션 44mm M,700000,0,0,113,디지털기기,1.0,"
군대갔다온다고 사용못했고 생활기스라고 생각하시면 됩니다 가격제안해주세요
",대구
2421,44.5,애플워치 44mm 45mm 필름,10000,0,0,19,디지털기기,1.0,"
심박센서 2매
측후면2매
새상품입니다
",경기도
2422,36.5,애플워치7 45mm 미드나이트 팝니다,350000,5,3,184,디지털기기,1.0,"
애플워치7 45mm 미드나이트 팝니다
스킨부착상태로 착용 후 사용해서 
깔끔하게 사용했습니다
정면만 생활기스 있습니다.
풀박스 입니다
직거래는 관악구면 가능합니다~
제조연월 : OCT-2021
",서울
2423,36.5,애플워치 스트랩 스포츠 루프 38mm/40mm/41mm공용,2000,0,0,124,스포츠/레저,1.0,"
델몬트 색상이에요 땀이 닿아도 괜찮고 물 조금씩 닿는 것도 괜찮더라구용 저한텐 넘 안어울리더라구요... 사진 더 보고싶으시면 연락 주세용! 
거래는 양평 시네마 앞에서 가능합니당
",경기도
2424,53.1,애플워치6 44mm(정품 스트랩1개 포함),350000,1,1,267,디지털기기,1.0,"
실사용 1년 
배터리 성능84%
보호 필름 커버 제거하면 깔끔하고 상태 좋아요 
풀박스( 충전기 포함 ) 
정품 스트랩 1개 입니다 
스트랩 개당 13만원
교환 환불 안됩니다 
예민하신 분 피해주세요~
",경남
2425,37.3,애플워치7 45mm 풀구성 스트랩몇개보유,423000,0,0,102,디지털기기,1.0,"
스트랩많고
상태좋은 애플워치7 45mm 팔아요
풀구성 입니다. 연락주세요
",경기도
2426,97.9,애플워치se 40mm gps용,250000,4,1,170,디지털기기,1.0,"
21년 10월경 구입했고, 외출을 잘안해서
사용은 별로 안했습니다.
큰 기스도 없고, 상태 좋습니다.
기본줄은 사용도 안했고, 풀박스 입니다
환불불가
",울산
2427,38.5,애플워치5 44mm 실버 판매합다,250000,7,2,247,디지털기기,1.0,"
거래 불발로 다시 올려요
부산 서면 롯백에서 구입했고 애케플 가입 완료 되어 있으며 7월까지입니다 완전풀박 및 충전기까지 그대로입니다
최대한 처음 산 구성품 및 그대로 드릴려고 포장해놨습니다.
계속 답장이 느려서 거래가 안되어 애케플은 끝났네요 쿨거래 하시는분 네고 진행합니다
구매영수증 보유
액정 파손 없음
기능 불량 없음
 gps모델
부산 직거래 원합니다
",부산
2428,30.1,애플워치7 41 미드나이트 미개봉 22년 8월제품 내고가능,440000,1,0,44,디지털기기,1.0,"
22년 8월 제품 완전따끈따끈한 한달전생산품🔥🔥
",부산
2429,37.0,애플워치 se 40mm 셀룰러 풀박스(애플케어플러스7개월 남았어요),300000,1,0,73,디지털기기,1.0,"
스페이스 그레이 색상 제품
본체는 딱 1년 정도 사용해서 생활 스크래치 있습니다. 애플케어 플러스 내년 3월까지 보증된 상품이라 싼값에 본체를 새재품으로 교환도 가능합니다. 스트랩은 현잰 구하기도 어려운 스포츠 루프 차콜색상 포함되어있어요.
✨셀룰러 모델이라 폰 없이 데이터,전화 사용가능✨
",경북
2430,43.1,애플워치 나이키 에디션 정품 스트랩 40mm,25000,3,0,35,디지털기기,1.0,"
애플워치 나이키 에디션 정품 스트랩 40mm 흰색
엊그제 구매한 새제품입니다
나이키스트랩 안써서 팔아요!
",서울
2431,38.6,[새상품] 애플워치 충전거치대 카카오 리틀어피치 (생일선물 추천),22000,3,0,127,디지털기기,1.0,"
카카오프렌즈 정품 애플워치 충전거치대 판매합니다.
예뻐서 샀었는데 워치를 잘 안쓰게 되면서
꺼내보지도 않고 보관하게 된 새상품이에요.
애플워치 충전기는 포함되어 있지 않아요.
충전기를 꽂을 수 있게 되어있어서, 충전하면서 예쁘게 거치해둘 수 있는 제품입니다. 🍑
",서울
2432,44.5,애플워치6 에르메스44mm,920000,5,3,834,디지털기기,1.0,"
애플워치6 44mm 에르메스 입니다
애플케어 2023년 09월28일 까지입니다
에르메스 가죽줄은 없습니다
구성품은 애플워치 
정품 링크브레이슬릿, 정품 스포츠 밴드(검정)
에르메스 주황 스포츠 밴드, 충전기,충전거치대,시계거대입니다
",울산
2433,38.0,애플워치4,220000,12,4,346,디지털기기,1.0,"
44m GPS 스페이스그레이 입니다.
",광주
2434,40.0,애플워치 투명 스트랩 일체형 팝니다.,2000,0,0,38,남성패션/잡화,1.0,"
한번도 안썻습니다.
공릉에서 거래해요
",서울
2435,36.5,아이폰12미니/애플워치 se38,530000,1,0,86,디지털기기,1.0,"
둘 다 보증기한은 끝났구요 아이폰 화면은 기스 없이 깨끗하지만 테두리들이 생활 기스가 좀 있는 편이구요 애플워치는 생활기스가 좀 있는 편입니다 
두개 다 구매하실분을 찾고있구요 구매하시면
충전기, 충전기 케이블, 케이스티파이 케이스2종 다 드립니다. 
아이폰은 박스만 있구요 애플워치는 기계만 있습니다.
직거래 대방역 부근
12미니 128기가/애플워치se 38mm
",서울
2436,36.8,애플워치7 45mm 미개봉 구매 원합니다.,430000,0,1,40,디지털기기,1.0,"
애플워치7 45mm구매 합니다 천안,아산 지역 어디든 갈수있습니다 !
",충남
2437,45.1,(새제품) 애플워치 소가죽 스트랩,7000,2,2,123,여성잡화,1.0,"
개당 7000원
직거래 힐스테이트영통 3게이트
반값택배 및 택배가능(택배비 별도)
",경기도
2438,39.5,애플워치5 나이키 40mm 실버,240000,5,1,265,디지털기기,1.0,"
애플워치5 나이키에디션 
사용감은 쫌 있어요~
사진 보시고 판단해주시면 좋을 것 같아요
갤럭시로 기변 하면서 처분해요~!
스트랩도 모두 드릴게요 ^^ 
배터리 성능 상태 94% 입니다!! 
직거래 선호 (부평시장역)
반값택배 가능
애플워치.입문용으로 딱 입니다~~~~~~
",인천
2439,53.1,벨킨 무선충전기 아이폰 애플워치 에어팟,70000,2,3,234,디지털기기,1.0,"
상태 너무 좋아요 
충전도 너무 잘됩니다
거래는 주말에 가능
",경남
2440,37.5,애플워치6 44mm GPS 팔아요 (풀박),280000,9,0,551,디지털기기,1.0,"
배터리상태 89%
생활기스있음
(사용감 있는편)
고장나거나 문제되는부분없음
기본밴드랑 나이키찍찍이밴드 추가로드립니다
",경남
2441,42.9,뮤란드 C6 6in1 갤럭시 애플워치 고속 무선충전기 (ML-00601),30000,6,0,66,디지털기기,1.0,"
핸드폰, 워치 동시 충전 가능한 6 in 1 멀티 무선충전 스테이션 팝니다. 워치류는 갖고 계신 정품 충전기 설치해서 쓸 수 있는 스탠드 형태입니다. 제품설명은 아래 링크 참조해주세요. 확인차 한번 연결만 해본 상태입니다.
 (운영 정책에 의한 URL 자동 숨김) 
공식판매가  6.9만원, 쿠팡 최저가 41680원 짜리입니다.
",경기도
2442,42.9,뮤란드 C6 6in1 갤럭시 애플워치 고속 무선충전기 (ML-00601),30000,6,0,66,디지털기기,1.0,"
핸드폰, 워치 동시 충전 가능한 6 in 1 멀티 무선충전 스테이션 팝니다. 워치류는 갖고 계신 정품 충전기 설치해서 쓸 수 있는 스탠드 형태입니다. 제품설명은 아래 링크 참조해주세요. 확인차 한번 연결만 해본 상태입니다.
 (운영 정책에 의한 URL 자동 숨김) 
공식판매가  6.9만원, 쿠팡 최저가 41680원 짜리입니다.
",경기도
2443,36.5,"애플워치 se 40mm 스그 팝니다. (gps, 풀박스)",270000,11,2,124,디지털기기,1.0,"
8.21 구매한 애플워치 se 40mm 스그 팝니다. (gps, 풀박스 제공)
판매 이유는 사이즈 미스와 색상 변경이며, 실착 횟수 3번입니다.
기스 일체 없고 거의 새제품이라 보시면 됩니다.
필름이 씌어져 있고 구매하시면 사진 속 스포츠 루프 그냥 드립니다.
자양동, 구의역 직거래 가능, 당근페이 가능,
택배거래시 택배비는 본인 부담입니다.
",서울
2444,38.8,애플워치4 40 나이키 GPS,90000,2,2,111,디지털기기,1.0,"
애플워치4 40 나이키 GPS 판매합니다
본체+충전케이블+나이키스트랩+일반미드나잇스트랩
배터리효율 79%로 리퍼 가능 수치입니다. 
금호역 1번출구 직거래
",서울
2445,36.5,애플워치SE 40MM 스페이스그레이 미개봉,290000,17,1,261,디지털기기,1.0,"
미개봉
택배는 반택만 가능합니다! (반택값 미포함)
",서울
2446,37.0,🌀급매🌀애플워치 se 40mm 실버 gps 풀박스 판매,250000,1,0,118,디지털기기,1.0,"
구매 2021년 8월 
제조일자 2021년 7월 
충전기 옆 부분이 살짝 손상되었지만 충전하는데 전혀 문제 없습니다
배터리 효율 95%
시계 용도로 사용하다 잘 사용하지 않아 판매합니다
(실착 횟수 적어요)
케이스와 함께 깨끗하게 사용했으며 빛을 비추면 화면에 생활 잔기스는 있을 수 있습니다 
필요하신 분은 메탈 자석 스트랩 / 케이스도 드리겠습니다 
구매하실 분만 연락 주세요
신당동에서 거래 원합니다 (조정 가능)
중고 거래 특성 상 구매 후 교환/환불은 불가능합니다
26에서 25로 내린 가격입니다
",대구
2447,41.7,애플워치 밀레니즈 (38-40),5000,3,0,78,남성패션/잡화,1.0,"
신나서 줄질하다가 너무 많이 샀어요 ㅎㅎ 
가져가세용 ..
",경기도
2448,37.2,애플워치3 38mm GPS,100000,3,1,48,디지털기기,1.0,"
애플워치3 38mm GPS 팝니다
언제 산지는 기억안나지만 배터리 성능87% 떠요
잘 쓰다가 플립4로 넘어가게되서 팝니다
사진에 보이는 모든 스트랩 드리고, 박스도 필요하면 드릴게요.
충전USB도 작동 잘하고 같이 드립니다
생활기스는 있는거 같은데 눈에 띄는 기스는 없습니다
애플워치 42mm GPS도 있는데 그건 12만원에 드릴게요 
연락주세요!
",경기도
2449,37.7,엘라고 맥세이프 애플워치 에어팟 3IN1 충전거치대 2세대(새 제품),24000,39,6,800,디지털기기,1.0,"
한번도 사용 안함 새제품 입니다.
",경기도
2450,36.7,애플워치40,180000,1,0,132,디지털기기,1.0,"
사용한지는 얼마안됐는데 
비활성화되있어 연결은 안됩니다.
부품용으로 사용하실분 연락주세요
내고가능하니 연락주세요
",경기도
2451,36.6,애플워치se 44mm 스그 팝니다,250000,2,1,119,디지털기기,1.0,"
열심히 사용해서 잔기스가 있어요 풀박스입니다 있던 스트랩 다 드릴게요 와이파이 모델입니다
",경남
2452,40.0,애플워치6 GPS 40,270000,2,1,131,디지털기기,1.0,"
2020년 10월 19일에 신사애플토에서 구매 한 상품입니다
나이키 애플워치 입니다!
충전기는 안들어 있습니다
애플케어서 플러스 유효기간 남았습니다
워치에 잔기스있거 액정에 찍힘 있습니다
배터리 서능 82프로 80프로 밑으로 내려가면 무상 수리 가능합니다
스트랩 가죽 밀레니즘 다 같이 드립니다
직거래는 하남종합운동장 근처에서 가능합니다!
",경기도
2453,41.7,애플워치 se 40 스트랩,5000,0,1,113,기타 중고물품,1.0,"
긴쪽만 있는거에용!
직거래는 일산병원 벨라시타 요진에서 합니다
",경기도
2454,39.8,애플워치se  44mm  셀룰러,300000,3,0,58,디지털기기,1.0,"
거의 새상품이구 케이스 끼워서 사용했는데 
케이스.벙기면 기스없이 깨끗합니다
셀룰러 사용이라 구매원하시면
해지후 초기화 시켜서 드립니다
흰색줄이  처음있던 줄이고
갈색줄은 저렴이 구입한거라 원하시면 드려요
",충북
2455,37.2,애플워치3 38mm GPS,100000,5,2,86,디지털기기,1.0,"
애플워치3 38mm GPS 팝니다
언제 산지는 기억안나지만 배터리 성능87% 떠요
잘 쓰다가 플립4로 넘어가게되서 팝니다
사진에 보이는 모든 스트랩 드리고, 박스도 필요하면 드릴게요.
충전USB도 작동 잘하고 같이 드립니다
생활기스는 있는거 같은데 눈에 띄는 기스는 없습니다
애플워치 42mm GPS도 있는데 그건 12만원에 드릴게요 
연락주세요!
",서울
2456,36.5,애플워치 나이키se 44mm wifi 스페이스그레이 모델 판매,250000,6,1,117,디지털기기,1.0,"
애플워치 나이키 se 44mm wifi 스페이스그레이 모델 판매합니다
궁금하여 구매후에 다른기능은 안쓰고 시계보는용도로만 몇달동안 사용하였습니다
필름작업은 다 하여서 사용했고(뗀적 없습니다) 지금은 판매하기위해 화면 확인차 메인필름만 제거 했습니다 (기스 아예 없습니다)
판매목적으로 산것이 아니라 구성품은 시계랑 충전기 이렇게 있습니다
",경기도
2457,40.2,[새상품] 애플워치 실리콘 스트랩,4000,1,0,113,여성잡화,1.0,"
모르고 두 개씩 구매하여 판매합니다

사이즈 38/40mm
일괄 5,000원 입니다!!
",전북
2458,44.8,애플워치 5 40mm 스페이스 그레이 셀룰러모델 팝니다.,210000,0,2,59,디지털기기,0.041666666666666664,"
애플워치 샐룰러 모델 팝니다
통신사 개통하면 워치로 전화도 걸고 받을수 있어요!
생활기스는 있지만 대체로 깨끗한편이고
찾아보니 박스까지 다 있네요 
배터니 성능 85%
심지어 처음 샀을때 준 정품 밴드는 뜯지도 않았습니다 ㅠ 이것도 같이 드릴게요 !
급전이 필요해서 파는거니 연락 많이 주세요.
까치산역 직거래 가능
",서울
