,title,price,like,view,article,category,location,link
2446,애플워치 se 44mm gps,"250,000",29,981,"애플워치 se 44mm gps 모델입니다
거의 사용안해서 깔끔합니다",웨어러블(워치),경기도 시흥시 정왕2동,https://m.bunjang.co.kr/products/177481432?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2447,"애플워치7 셀룰러 41mm 스타라이트 알루미늄케이스 , 스포츠밴드","480,000",21,693,"구입은 올해 1/26에 했고 실착용 1번이에요 다른모델 구매하려고 팝니다 착용을 거의 안해서 기스나 흠집 일절 없구요 은은한 색이라서 이뻐요 박스는 풀 박스에 충전기 스포츠밴드 다 보내드립니다 직거래는 부산 덕천 부민병원 앞 원하고 택배는 우체국으로 보낼거라 0.4 보내주시면 선입금 받고 바로 보낼겁니다 원하시는 인증 다 해서 보내드릴거고 더 궁금하신 점 있으시면 채팅으로 물어봐주세요

",웨어러블(워치),부산광역시 북구 덕천제1동,https://m.bunjang.co.kr/products/177467110?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2448,"애플워치7 셀룰러 41mm 스타라이트 알루미늄케이스 , 스포츠밴드","480,000",21,693,"구입은 올해 1/26에 했고 실착용 1번이에요 다른모델 구매하려고 팝니다 착용을 거의 안해서 기스나 흠집 일절 없구요 은은한 색이라서 이뻐요 박스는 풀 박스에 충전기 스포츠밴드 다 보내드립니다 직거래는 부산 덕천 부민병원 앞 원하고 택배는 우체국으로 보낼거라 0.4 보내주시면 선입금 받고 바로 보낼겁니다 원하시는 인증 다 해서 보내드릴거고 더 궁금하신 점 있으시면 채팅으로 물어봐주세요

",웨어러블(워치),부산광역시 북구 덕천제1동,https://m.bunjang.co.kr/products/177467110?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2449,애플워치6 44mm 셀룰러+GPS 핑크 샌드 스포츠 밴드,"370,000",6,400,"♡ 배달비 포함 가격

♡ 에누리 가능

♡ 번톡 주세요

♡ 교환,환불,거파xx

♥︎ 생활 기스 살짝 있어요~ 

♥︎ 사시면 충전기 같이 보내드려용",웨어러블(워치),경기도 구리시 수택1동,https://m.bunjang.co.kr/products/172933759?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2450,애플워치se s급 팝니다 풀박,"300,000",2,34,"2021년 7월 제조제품이고 작년 10월쯤 구매해서 사용했던건데 사자마자 케이스씌워서 사용해서 기스 없다시피한 제품입니다
박스까지 풀로 있고 충전기는 사용감이 좀 있습니다 기본제공인 줄은 사용도 안했습니다 
구매하시면 정품은 아니지만 호환 밀레니즈루프 줄과 보호케이스 여분 하나더있는거같은데 같이 드립니다
직거래는 고기동,미금이나 모란도 자주가서 그쪽도괜찮고 택배거래 반값택배도 가능합니다
궁금한거 문의주셔도됩니다",웨어러블(워치),경기도 용인시 수지구 동천동,https://m.bunjang.co.kr/products/177470129?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2451,애플워치 se 44 색상교환하실분,"1,000",1,533,"애플워치se 44 스그에서 실버교환 원합니다
상태 s급이라 s급이랑만 교환합니다.
부산직거래만 합니다. 
",기타(모바일),부산광역시 부산진구 연지동,https://m.bunjang.co.kr/products/177460592?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2452,애플워치 se 44mm 화이트,"280,000",4,318,"상품:애플워치 se 44mm 중고제품
가격:28만원 
구입시기:21년 2월 입니다
직거래: 인하대역
:2월에 구입후 몇번 착용하지 않아서 판매합니다
자세한 사진이나 문의는 번톡 주세요 ✨
",웨어러블(워치),인천광역시 남구 용현5동,https://m.bunjang.co.kr/products/174315588?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2453,애플워치se 40mm (셀룰러+애플케어플러스),"350,000",0,240,"풀박스로 다 드려요!!! 
하자는 없구요! 크라운도 잘 작동되고 진동도 잘 작동됩니다! 기스는 화면에 보일랑말랑한 생활기스 정도 있구요! 옆면(측면)에는 기스나 찍힘도 전혀 없습니다!!! 
애케플 등록된 상품이라서 편하게 사용하셔두 됩니다! 
Cellular제품이라서 통신사 개통도 가능합니다! ",웨어러블(워치),경기도 수원시 팔달구 화서2동,https://m.bunjang.co.kr/products/177457142?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2454,애플워치 40mm 케이스 새것,"5,000",3,177,"새 것
검정
은색

우편가능 +700
반값가능 +1800
편의점택배+3000
우체국 택배+4200",웨어러블(워치),경기도 수원시 장안구 영화동,https://m.bunjang.co.kr/products/145721583?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2455,"구성품) 애플워치 se 스페이스 그레이 +밴드,무선충전기","329,000",0,89,"워치 사기 전에 투명 케이스 배달 왔습니다.
첫 날부터 케이스 착용해서 흠집 없습니다.

&lt;구성품&gt;
• 스트랩 3개 (곱창 스트랩, 스포츠 스트랩, 나일론 스트랩)
• 무선 충전 거치대
• 기본 구성 상자

교환안받음 운포",웨어러블(워치),대구광역시 남구 대명2동,https://m.bunjang.co.kr/products/177451138?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2456,애플워치7팔아요,"420,000",0,196,"애플워치 7 미드나잇 41mm gps모델입니다. (스포츠밴드입니다)
산 지는 1개월정도 됐는데 사용한 지는 2주정도 사용했구요
케이스 끼고다녀서 기스 하나 없습니다!
풀박스입니다(충전기,본체,박스)
급처하려고 합니당
빠른 연락부탁드립니다🤗

가격네고가능",일반폰(피처폰),광주광역시 북구 신안동,https://m.bunjang.co.kr/products/177428484?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2457,애플워치 SE 팝니다 !!!,"400,000",0,71,"9월말에 샀구 wifi 이고 충전기 포함이에요 ㅠㅠ
",웨어러블(워치),경기도 하남시 미사2동,https://m.bunjang.co.kr/products/177424387?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2458,애플워치se 40mm,"260,000",2,95,풀박스로 드려요 기스 하자 없습니다 정품 충전기 . 정품고무스트랩같이 드랴요 색상은 실버 입니다 ,웨어러블(워치),전국,https://m.bunjang.co.kr/products/176814297?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2459,애플워치 7 그냥 가져가세요  블로그 확인해보시고 받아가세요!!  blo,100,1,208,"애플워치 7 그냥 가져가세요

블로그 확인해보시고 받아가세요!!

blog.daum.net/applewach226/2 
",기타 액세서리,전국,https://m.bunjang.co.kr/products/177408966?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2460,애플워치3 38mm스트랩,"8,000",0,26,"상태조은상품 싸게내놓아요
",케이스/보호필름/액세서리,충청남도 서산시 음암면,https://m.bunjang.co.kr/products/177404331?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2461,애플워치se 44mm gps 실버 판매,"270,000",5,400,"기기상태 a급
충전독 있구요
박스는 없습니다
따듯하게 잘 사용한 제품입니다
GPS 구요 실버입니당
액정에 기스 없어요
배터리성능100퍼",웨어러블(워치),서울특별시 광진구 화양동,https://m.bunjang.co.kr/products/176703579?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2462,애플워치 se 스페이스 그레이40mm가격 내림,"230,000",17,635,계속 케이스 씌운 상태라 외관상 문제 하나도 없어요 사놓고 잘 안 쓰게 되서 급하게 팔아요 더 궁금하신거 있으시면 연락 주세요 가격내립니다,웨어러블(워치),경상북도 영주시 가흥2동,https://m.bunjang.co.kr/products/177401056?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2463,애플워치se 44mm 로골(ss급),"265,000",2,84,"애플워치se 44mm 로즈 골드
ss급이구요 기스 없어요 ㅎㅎ
풀박입니다.
직거래는 안산 상록구에서만 해요",웨어러블(워치),경기도 안산시 상록구 사동,https://m.bunjang.co.kr/products/177399917?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2464,(미개봉)고급한 스마트워치 dt100+ 프로맥스 갤력시위치 애플 44mm,"27,000",25,573,"미개봉 새제품입니다 
전화 음악듣기 등등 다 가능합니다 
기능 다 있습니다
연락해주세요",웨어러블(워치),경기도 평택시 비전2동,https://m.bunjang.co.kr/products/175108859?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2465,애플워치 충전독,"3,900",1,48,"모든 기종 , 사이즈가 이용할 수 있는 애플워치 충전독입니다!
색상은 총 3가지로 블랙 화이트 핑크가 있고
개별 구매 가능합니다💗",케이블/충전기/주변기기,경기도 안양시 동안구 범계동,https://m.bunjang.co.kr/products/177374430?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2466,애플워치 3 38mm gps,"100,000",97,1344,"박스가 없어서 싸게 팝니다
뽁뽁이로 잘 포장해서 드려용 
기스 거의 없습니다 !
구성품은 보이는 그대로 입니다
쿨거시 무배입니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/177373979?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2467,애플워치5 스테인리스골드,"450,000",15,2536,"애플워치5 스뎅 골드 44mm 셀룰러

",웨어러블(워치),경기도 의왕시 청계동,https://m.bunjang.co.kr/products/64426009?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2468,애플워치 스트랩 판매(10 color)(새상품),"13,000",0,5,"새상품입니다 
배송 약 1-2주 소요됩니다
size - 마지막 사진 참조
color 1-10 중 택

*반품,교환,환불 불가*





☆cj대한통운 배송비 +3600원
편의점 반값택배 +2000원☆

**2개이상 구매시 반값택배 무료쿠폰을 드립니다**",케이스/보호필름/액세서리,전국,https://m.bunjang.co.kr/products/173290929?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2469,애플워치6 44mm,"320,000",4,219,사진 그대로 입니다 윗쪽에 살짝 까짐 있어요 하지만 케이스 끼우면 별 이상 없습니다 풀박스 그대로 있고 사용에 문제없습니다 정품 메탈 스트랩도 같이 드려요 편하게 연락주세요!!,웨어러블(워치),울산광역시 남구 무거동,https://m.bunjang.co.kr/products/174559656?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2470,애플워치 se 44m 스그 풀박스,"280,000",0,47,"애플워치 스그 44m 풀박스 팝니다 기스 하나도 없구 
작년 11월에 사서 실착 10회 정도입니다 차기 번거로워서 팔아요 연락부탁드립니다 배터리 효율 풀일겁니다
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/177360189?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2471,애플워치7 41mm 새상품,"450,000",1,66,"애플워치7 41mm

미드나이트 + 스포츠 밴드
(Midnight Aluminum case Sport Band)
GPS 모델 미개봉, 완전 새상품입니다.",웨어러블(워치),충청남도 아산시 신창면,https://m.bunjang.co.kr/products/177358443?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2472,(새상품) 애플워치 풀커버 케이스 최저가,"2,500",39,1404,"💕애플워치 실리콘밴드 스트랩💕

⌚️사이즈
38/40/44mm
      
⌚️색상
총 12가지 색상
👌워치 사이즈마다 색상별 재고수량 상이합니다

⌚️결제방법
계좌이체 또는 번개페이

⌚️배송방법
-직거래 : 수원망포역 근처
-우체국: 우표(520원), 준등기(1800원), 
              빠른등기(3570원)
     👉우표배송의 경우 분실위험이 있습니다.
           (우표의 경우 배송추적 불가 / 번개페이 불가)
          분실의 경우 판매자측에서 환불처리가 
          어렵습니다. 이점 확인하시어 주문바랍니다.

-택배: 반값택배(1600원, gs편의점으로배송)
          cj택배(2900원)

👀주문은 채팅주시면되어요-!
👀궁금하신부분도 채팅주세요-!
👀확인하는대로 바로답변드립니다-!
  👌새벽에도 안자고 있으면 답변 바로 드려용",웨어러블(워치),서울특별시 강남구 수서동,https://m.bunjang.co.kr/products/160035883?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2473,애플워치 5나 se. 44mm 삽니다,"1,000",3,443,"제  액정이 깨졌네요
액정 교체용이 필요합니다
락이 걸려 있던 말던, 보드가 나갔던 말던 상관 않고 액정만 깨끗하면 삽니다

사진. 원하시는 가격 쳇 주세요",웨어러블(워치),울산광역시 울주군 범서읍,https://m.bunjang.co.kr/products/177354483?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2474,애플워치 스트랩,"10,000",5,335,"애플워치 스트랩입니다 40mm이고 38mm까지 호환가능합니다 정품아닙니다
택포 13000원입니다",웨어러블(워치),경상북도 칠곡군 북삼읍,https://m.bunjang.co.kr/products/165105201?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2475,애플워치 나이키 스포츠 스트랩,"60,000",0,161,"한달전에 구매해서 6번 가량 착용했습니다.
기본으로 제공해주는 스트랩이 더 손이가서 
판매하려 합니다.
제품 박스는 사진에 없지만 가지고 있습니다.
정가가 74000원에 구매한 제품입니다.
상태는 매우 좋습니다^^
(40~41mm)
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/177191857?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2476,애플워치 40mm 정품 모던 버클 밴드 (미개봉),"108,000",4,257,"애플워치 40mm 정품 모던 버클 가죽 밴드 

미개봉 새상품입니다.
100% 애플 정품입니다.

색상은 콘플라워. 
S/m 사이즈 있습니다.

택배는 번개페이 가능합니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/176655135?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2477,애플워치7 그낭 가져가십쇼(설명 확인),100,1,235,"애플워치 7 그냥 가져가세요

블로그 확인해보시고 받아가세요!!

blog.daum.net/applewach226/2",웨어러블(워치),서울특별시 강남구 청담동,https://m.bunjang.co.kr/products/177316350?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2478,애플워치 6 40mm 실버,"300,000",20,397,"애플워치 6 40mm 실버 gps 팔아요
상태 좋고, 충전기는 분실했습니다.
쿨거래 하시면 에누리 해드려요.",웨어러블(워치),부산광역시 부산진구 전포제1동,https://m.bunjang.co.kr/products/177206402?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2479,애플워치 se 스그 gps,"300,000",2,60,"애캐플 남음
스포츠루프로 샀습니다
배터리 수명 100%
힐링실드 자가복구 필름 포함

직거래장소 세교동 태영아파트
택배 가능 (대한통운 파업지역 확인필)",웨어러블(워치),경기도 평택시 비전1동,https://m.bunjang.co.kr/products/177294504?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2480,애플워치 3,"150,000",0,54,"정말 새것처럼 멀쩡 하고 배터리 성능도 좋습니다.
터치 또한 잘되고 소리도 잘들립니다. 
쿨거리시 애눌 가능합니다.
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/177275575?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2481,에르메스애플워치6,"1,100,000",1,144,"에르메스6 구매자 0092

 ",웨어러블(워치),전국,https://m.bunjang.co.kr/products/177274877?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2482,"애플워치 페이스, 디스코드 프로필사진","3,000",1,89,"이미지 작업해드려요~
픽셀 아트 작업하고 있는 작가입니다.
주문시에
좋아하는 색상, 물건, 브랜드, 등 과
자주입는 옷 그리고 프로필 사진 한 장 부탁드립니다😉
이미지는 프사, 워치페이스, 프린팅해서 포스터 등
사용 가능하십니다🥰🥰

무단 도용은 저작권에 의해 불이익을 받으실 수 있습니다.",기타,대전광역시 서구 용문동,https://m.bunjang.co.kr/products/176517233?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2483,애플워치 가죽스트렙,"14,900",1,86,"애플워치 가죽스트랩 입니다

38-40/42-44 호환

디지털과 아날로그의 조화가 자연스럽게 이루어지는 스트랩입니다.

애플워치에 아날로그 느낌을 더하고 싶다면
가죽케이스로 바꾸어 보세요~😀",스마트폰,전국,https://m.bunjang.co.kr/products/154947729?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2484,애플워치 스포츠밴드,"5,900",0,55,"애플워치 6 5 4 3 2 SE

38-40mm/ 42-44mm

스포츠 밴드입니다❤️

색상은 사진을 참고해 주시고 모니터 해상도에 따라 실제 색상과 정말 약간의 차이가 있을수 있음을 알립니다🤣

운동할때 편리하고 간편하게 부담없이 착용할수 있는 스트랩입니다💕

신경쓴듯 안쓴듯한 스포츠스트랩 🤍

밴드타입입니다😀

배송비 별도이며 비대면 거래를 지향합니다💚

주문시 하루-이틀 내로 발송해드립니다💕




저희 웁스토어는 작은 스토어로
저렴하지만 퀄리티 좋은 제품을 셀렉하여 판매합니다.🥰

<a href=""https://smartstore.naver.com/yeny/products/5600129743"">https://smartstore.naver.com/yeny/products/5600129743</a>

앞으로도 다양한 제품을 양심적인 가격에 소개할 예정입니다💕💕 놀러와주신다면 대환영입니다👏🏻",기타(시계),전국,https://m.bunjang.co.kr/products/155434847?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2485,애플워치스트랩,"5,500",0,106,"애플워치 스트랩입니다 전부 새 상품입니다^^

배송비 별도이며 3만원 이상 구매시 무료배송 가능합니다^^~

38-40mm호환, 42-44mm호환",기타(시계),전국,https://m.bunjang.co.kr/products/154673672?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2486,애플워치 슬림스트랩,"6,500",1,13,"배송비 별도 2500원 입니다

슬림 실리콘 애플워치 스트랩입니다

슬림하여 여성분들이 선호하는 스트랩입니다",케이스/보호필름/액세서리,전국,https://m.bunjang.co.kr/products/159877351?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2487,애플워치 케이스,"4,900",0,27,"애플워치를 보호할수있는 실리콘 케이스 입니다🤍

셋트로 장착했을때 훨씬 더 예쁘게 착용할수 있어요~
(마지막사진 착샷 참고)",케이스/보호필름/액세서리,전국,https://m.bunjang.co.kr/products/159880440?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2488,애플워치3시리즈판매,"150,000",2,186,"애플워치 3시리즈 38mm판매
21년도10월인가11월에 구매
풀박스 상태굿
사놓고 잘 착용하지않아 판매합니다",웨어러블(워치),대구광역시 달성군 다사읍,https://m.bunjang.co.kr/products/177196229?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2489,애플워치 가죽스트랩 42/44미리,"5,000",1,135,,기타 액세서리,대전광역시 서구 복수동,https://m.bunjang.co.kr/products/175143500?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2490,애플워치 가죽스트랩 42/44미리,"5,000",1,135,,기타 액세서리,대전광역시 서구 복수동,https://m.bunjang.co.kr/products/175143500?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2491,애플워치 3 42mm 19년 리퍼 제품,"100,000",2,237,"애플워치 3 42mm 19년 리퍼 제품
구매는 17년도에 했는데, 사용하다가 디스플레이가 들리는 문제가 생겨서 19년도에 리퍼로 받은 제품입니다. 
실 사용 기간은 제가 3개월 아버지께서 1년 정도 사용 하시다가 아버지께서 갤럭시로 갈아타시면서 필요없게되어 탁상시계로 사용했습니다. 베터리 효율은 95%이고, 케이스 착용하고 사용했는데, 프레임에 흠이 많습니다. 찍혔다기 보기는 어려운..
전부 정상 작동 하구요, 조금 느려졌다는 점이 있습니다. 
네고는 생각하고 있는 한도 안에서 가능하니까요, 많이 문의 주세욜
감자합니다.
",웨어러블(워치),인천광역시 서구 가좌3동,https://m.bunjang.co.kr/products/177232428?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2492,애플워치6 44실버스테인 최저가...,"570,000",1,77,"애플워치6 44mm 실버스테인리스 판매합니다.

풀박스로 보관중입니다.
구매당일 코스메틱이슈 확인되어 새상품으로 교체함 (센터에서도 해당내용 확인가능)

Ac+ 가입되어있고 0회사용했어요.
Ac+잘 모르시는분들은 검색해보세요!
2022년10/6보증만료입니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/175448405?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2493,최저가 애플워치6 44실버스테인,"580,000",0,139,"애플워치6 44mm 실버스테인리스 판매합니다
애플워치se로 기변할려고 판매해요 풀박스보관중
구매한날 외관기스 있는 코스메틱불량으로 새걸로교체받았어요~(센터에서도 해당내용 확인가능)
애플케어+ 가입되었으며 케어 사용횟수0회 입니다
애플케어+ 설명을 드리면 애플케어+ 가입되어있으면 분실제외 어떠한문제가 있어도 8만원만 수리비내면 리퍼받을 수 있는거에요.
보증끝나기전에 개박살내도 8만원이면 리퍼받을 수 있어요. 개이득인거죠 그냥
타임스퀘어 프리스비에서 애플케어까지 100만원 넘게줬어요
라인프렌즈 애플워치거지대 18,000주고산건데
새건데 같이드릴게요
22년10/06보증 만료에요 풀박스 보관중이며 충전기는 기존쓰던거잇어서 완전 새거에요!
이가격이면 꿀매물이라고 생각하네여",웨어러블(워치),전국,https://m.bunjang.co.kr/products/176540935?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2494,애플워치7 41mm 셀룰러,"490,000",12,404,"애플워치 7 셀룰러 버전 미드나이트 
판매해요
한 번 착용 (기스x) 제조년월 2021년 11월
개봉한 지 한 달도 안됐고 실사용도 한 번입니다
가품 밀레니즈루프 실버색상 챙겨드려요
스포츠밴드 검정입니다
풀박 o
부산 양산 직거래 가능",웨어러블(워치),경상남도 양산시 양주동,https://m.bunjang.co.kr/products/177221152?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2495,에스커 스마트워치 마그네틱 3in1 애플워치 충전케이블,"6,900",5,152,"애플워치 충전기와 라이트닝 단자, type-C 단자가 하나로 달려 있는 충전케이블 입니다.
애플워치와 아이폰, 아이패드를 동시에 충전 가능합니다.

편의점에서 13,900원과 스마트스토어에서 최저가 11,500원에 판매되고 있는 상품입니다.
13,900 -&gt; 9,900원에 판매합니다


<a href=""https://smartstore.naver.com/originalmart/products/6232452684"">https://smartstore.naver.com/originalmart/products/6232452684</a>

배송안내
-월~금 오후 2시까지 주문하시면 보통 다음날 수령
-주말과 공휴일에 주문하시면 다음 영업일에 배송해드려요",케이블/충전기/주변기기,전국,https://m.bunjang.co.kr/products/177219091?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2496,에스커 스마트워치 마그네틱 3in1 애플워치 충전케이블,"6,900",7,137,"애플워치 충전기와 라이트닝 단자, type-C 단자가 하나로 달려 있는 충전케이블 입니다.
애플워치와 아이폰, 아이패드를 동시에 충전 가능합니다.

편의점에서 13,900원과 스마트스토어에서 최저가 11,500원에 판매되고 있는 상품입니다.
13,900 -&gt; 6,900원에 판매합니다


<a href=""https://smartstore.naver.com/originalmart/products/6232452684"">https://smartstore.naver.com/originalmart/products/6232452684</a>

배송안내
-월~금 오후 2시까지 주문하시면 보통 다음날 수령
-주말과 공휴일에 주문하시면 다음 영업일에 배송해드려요",케이블/충전기/주변기기,서울특별시 양천구 목1동,https://m.bunjang.co.kr/products/177217719?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2497,애플워치 3시리즈 판매합니다,"150,000",3,108,"애플워치 3시리즈 38mm
판매합니다. 사놓고 잘착용을 안해서 팔아요",웨어러블(워치),대구광역시 달성군 다사읍,https://m.bunjang.co.kr/products/177148779?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
2498,애플워치 7 41mm,"470,000",0,110,"사진 찍을라고 한번 뜯고 개봉 한적 없습니다. 따뜻한 새 상품
연락주세요.

",웨어러블(워치),충청북도 음성군 금왕읍,https://m.bunjang.co.kr/products/177215992?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
